"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"12507","0013-09-15","Acme","0","ChromeOS",319,253,0,17696.119047619,112,15,702,1544,0,0.351097178683386,0.0470219435736677
"12513","0013-09-16","Acme","0","Linux",1296,1162,0,17423.3953488372,860,22,1692,3607,0,0.66358024691358,0.0169753086419753
"12517","0013-09-16","Acme","0","ChromeOS",253,204,0,17423.3953488372,100,10,465,1110,0,0.395256916996047,0.0395256916996047
"12518","0013-09-16","Sortly","0","BlackBerry",1,0,0,17423.3953488372,1,0,2,2,0,1,0
"12521","0013-09-16","Acme","0","MacOSX",23753,17461,0,17423.3953488372,11135,1159,38410,98245,0,0.468782890582242,0.0487938365680125
"12522","0013-09-16","Pinnacle","1","Windows",1008,605,0,17423.3953488372,626,14,1353,1207,0,0.621031746031746,0.0138888888888889
"12523","0013-09-16","Sortly","0","WindowsPhone",0,0,0,17423.3953488372,0,0,0,0,0,0,0
"12525","0013-09-16","Sortly","0","MacOSX",18,16,0,17423.3953488372,14,1,23,17,0,0.777777777777778,0.0555555555555556
"12527","0013-09-16","Sortly","0","Android",2270,1719,0,17423.3953488372,1203,62,2960,6301,0,0.529955947136564,0.0273127753303965
"12528","0013-09-16","Pinnacle","0","WindowsPhone",2,1,0,17423.3953488372,1,0,3,6,0,0.5,0
"12529","0013-09-16","Sortly","0","Windows",34,32,0,17423.3953488372,19,2,83,54,0,0.558823529411765,0.0588235294117647
"12535","0013-09-16","Pinnacle","0","iOS",450,389,0,17423.3953488372,293,11,487,540,0,0.651111111111111,0.0244444444444444
"12536","0013-09-16","Widgetry","0","iOS",4227,3378,0,17423.3953488372,118,413,56353,69142,0,0.0279157795126567,0.0977052282942986
"12538","0013-09-16","Acme","0","BlackBerry",105,93,0,17423.3953488372,53,1,89,228,0,0.504761904761905,0.00952380952380952
"12540","0013-09-16","Sortly","0","Linux",7,5,0,17423.3953488372,5,0,5,10,0,0.714285714285714,0
"12544","0013-09-16","Tabular","0","iOS",2221,1901,0,17423.3953488372,93,300,12419,19402,0,0.0418730301665916,0.135074290859973
"12545","0013-09-16","Pinnacle","0","MacOSX",403,318,0,17423.3953488372,273,10,428,660,0,0.67741935483871,0.0248138957816377
"12549","0013-09-16","Sortly","0","ChromeOS",0,0,0,17423.3953488372,0,0,1,1,0,0,0
"12558","0013-09-16","Pinnacle","0","Android",94,79,0,17423.3953488372,66,1,83,127,0,0.702127659574468,0.0106382978723404
"12559","0013-09-16","Acme","0","iOS",20710,17717,0,17423.3953488372,7091,846,29536,62661,0,0.342394978271367,0.0408498309995171
"12564","0013-09-16","Acme","0","Windows",58616,46193,0,9,23918,2245,107973,253135,0,0.408045584823256,0.0383001228333561
"12565","0013-09-16","Botly","0","Android",295,241,0,17423.3953488372,166,26,101,246,0,0.56271186440678,0.088135593220339
"12568","0013-09-16","Pinnacle","0","ChromeOS",2,1,0,17423.3953488372,1,0,5,4,0,0.5,0
"12569","0013-09-16","Acme","0","WindowsPhone",138,121,0,17423.3953488372,62,2,152,446,0,0.449275362318841,0.0144927536231884
"12580","0013-09-16","Pinnacle","0","Linux",15,12,0,17423.3953488372,12,0,14,16,0,0.8,0
"12581","0013-09-16","Pinnacle","0","BlackBerry",2,2,0,17423.3953488372,1,0,3,6,0,0.5,0
"12582","0013-09-16","Acme","0","Android",4385,3906,0,17423.3953488372,1671,101,5008,12655,0,0.381071835803877,0.0230330672748005
"12585","0013-09-16","Sortly","0","iOS",6381,5278,0,17423.3953488372,3094,257,8683,13528,0,0.484876978530011,0.0402758188371729
"12590","0013-09-17","Acme","0","WindowsPhone",139,118,0,18868.05,65,3,171,457,0,0.467625899280576,0.0215827338129496
"12597","0013-09-17","Botly","0","Android",282,228,0,18868.05,159,24,127,3659,0,0.563829787234043,0.0851063829787234
"12601","0013-09-17","Acme","0","Windows",58130,45641,0,18868.05,23877,2211,103262,249134,0,0.410751763289179,0.0380354378118011
"12602","0013-09-17","Pinnacle","0","WindowsPhone",2,1,0,18868.05,1,0,3,11,0,0.5,0
"12603","0013-09-17","Acme","0","BlackBerry",94,82,0,18868.05,45,2,74,185,0,0.478723404255319,0.0212765957446809
"12606","0013-09-17","Sortly","0","Android",2001,1533,0,18868.05,1058,60,2747,5452,0,0.528735632183908,0.0299850074962519
"12608","0013-09-17","Widgetry","0","iOS",4542,3567,0,18868.05,121,418,55793,70444,0,0.0266402465874064,0.0920299427564949
"12614","0013-09-17","Tabular","0","iOS",2367,1962,0,18868.05,88,306,12587,19918,0,0.0371778622729193,0.129277566539924
"12620","0013-09-17","Acme","0","Android",4326,3855,0,18868.05,1602,93,4944,12247,0,0.370319001386963,0.021497919556172
"12621","0013-09-17","Pinnacle","0","MacOSX",398,318,0,18868.05,266,13,411,662,0,0.668341708542714,0.0326633165829146
"12624","0013-09-17","Pinnacle","0","Linux",10,7,0,18868.05,7,0,8,7,0,0.7,0
"12628","0013-09-17","Sortly","0","ChromeOS",0,0,0,18868.05,0,0,0,0,0,0,0
"12631","0013-09-17","Pinnacle","0","iOS",465,401,0,18868.05,305,10,488,582,0,0.655913978494624,0.021505376344086
"12632","0013-09-17","Sortly","0","Windows",30,28,0,18868.05,18,1,55,37,0,0.6,0.0333333333333333
"12633","0013-09-17","Pinnacle","0","BlackBerry",2,1,0,18868.05,1,0,3,7,0,0.5,0
"12637","0013-09-17","Acme","0","Linux",1322,1190,0,18868.05,915,23,2510,3442,0,0.692133131618759,0.0173978819969743
"12638","0013-09-17","Pinnacle","0","Android",85,71,0,18868.05,57,1,78,130,0,0.670588235294118,0.0117647058823529
"12641","0013-09-17","Acme","0","iOS",19182,16501,0,18868.05,6438,809,27263,57666,0,0.33562715045355,0.0421749556876238
"12642","0013-09-17","Sortly","0","WindowsPhone",1,0,0,18868.05,0,0,1,0,0,0,0
"12644","0013-09-17","Acme","0","MacOSX",22359,16529,0,18868.05,10440,1106,36346,93531,0,0.466926070038911,0.049465539603739
"12645","0013-09-17","Sortly","0","MacOSX",16,14,0,18868.05,11,1,28,27,0,0.6875,0.0625
"12646","0013-09-17","Pinnacle","1","Windows",1104,641,0,18868.05,687,14,1512,1319,0,0.622282608695652,0.0126811594202899
"12654","0013-09-17","Acme","0","ChromeOS",275,216,0,18868.05,104,11,477,1151,0,0.378181818181818,0.04
"12656","0013-09-17","Sortly","0","BlackBerry",1,0,0,18868.05,1,0,1,0,0,1,0
"12659","0013-09-17","Pinnacle","0","ChromeOS",1,1,0,18868.05,1,0,1,3,0,1,0
"12663","0013-09-17","Sortly","0","iOS",5690,4713,0,18868.05,2756,249,7689,11997,0,0.484358523725835,0.0437609841827768
"12665","0013-09-17","Sortly","0","Linux",4,3,0,18868.05,3,0,6,12,0,0.75,0
"12666","0013-09-18","Acme","0","Android",4161,3697,0,16606.2380952381,1548,87,4777,11613,0,0.372025955299207,0.0209084354722422
"12671","0013-09-18","Acme","0","Linux",1231,1115,0,16606.2380952381,844,18,2367,3218,0,0.685621445978879,0.0146222583265638
"12675","0013-09-18","Sortly","0","Linux",5,4,0,16606.2380952381,3,0,5,9,0,0.6,0
"12677","0013-09-18","Acme","0","iOS",17324,14977,0,16606.2380952381,5892,722,24540,51879,0,0.340106211036712,0.0416762872315862
"12681","0013-09-18","Sortly","0","Windows",35,33,0,16606.2380952381,24,2,59,34,0,0.685714285714286,0.0571428571428571
"12686","0013-09-18","Sortly","0","iOS",5294,4386,0,16606.2380952381,2678,197,6818,10536,0,0.505855685681904,0.0372119380430676
"12687","0013-09-18","Pinnacle","0","BlackBerry",3,2,0,16606.2380952381,2,0,4,8,0,0.666666666666667,0
"12688","0013-09-18","Widgetry","0","iOS",4388,3534,0,16606.2380952381,119,385,48585,60920,0,0.0271194165907019,0.087739288969918
"12690","0013-09-18","Tabular","0","iOS",2184,1846,0,16606.2380952381,87,271,10644,16803,0,0.0398351648351648,0.124084249084249
"12691","0013-09-18","Acme","0","WindowsPhone",129,113,0,16606.2380952381,61,3,159,377,0,0.472868217054264,0.0232558139534884
"12696","0013-09-18","Acme","0","BlackBerry",113,101,0,16606.2380952381,53,2,83,217,0,0.469026548672566,0.0176991150442478
"12698","0013-09-18","Pinnacle","0","iOS",445,379,0,16606.2380952381,286,10,511,625,0,0.642696629213483,0.0224719101123595
"12706","0013-09-18","Sortly","0","Android",1904,1454,0,16606.2380952381,1014,47,2446,5057,0,0.532563025210084,0.0246848739495798
"12709","0013-09-18","Pinnacle","0","WindowsPhone",1,1,0,16606.2380952381,1,0,1,0,0,1,0
"12710","0013-09-18","Botly","1","Android",282,231,0,16606.2380952381,158,26,106,9517,0,0.560283687943262,0.0921985815602837
"12712","0013-09-18","Pinnacle","0","Android",85,66,0,16606.2380952381,59,2,85,123,0,0.694117647058824,0.0235294117647059
"12717","0013-09-18","Sortly","0","MacOSX",18,16,0,16606.2380952381,13,1,21,18,0,0.722222222222222,0.0555555555555556
"12721","0013-09-18","Pinnacle","0","MacOSX",389,313,0,16606.2380952381,265,10,449,670,0,0.681233933161954,0.025706940874036
"12724","0013-09-18","Pinnacle","0","Linux",29,26,0,16606.2380952381,25,0,14,27,0,0.862068965517241,0
"12725","0013-09-18","Sortly","0","BlackBerry",2,1,0,16606.2380952381,1,0,2,1,0,0.5,0
"12726","0013-09-18","Pinnacle","0","ChromeOS",2,1,0,16606.2380952381,1,0,2,4,0,0.5,0
"12729","0013-09-18","Acme","0","MacOSX",20602,15171,0,16606.2380952381,10017,949,31772,81032,0,0.486214930589263,0.0460634889816523
"12731","0013-09-18","Acme","0","ChromeOS",242,198,0,16606.2380952381,96,9,410,1002,0,0.396694214876033,0.0371900826446281
"12734","0013-09-18","Acme","0","Windows",53849,42261,0,16606.2380952381,22261,2013,93304,229705,0,0.413396720459061,0.0373823097921967
"12736","0013-09-18","Pinnacle","1","Windows",1043,614,0,16606.2380952381,658,14,1339,1188,0,0.630872483221476,0.0134228187919463
"12740","0013-09-18","Sortly","0","WindowsPhone",0,0,0,16606.2380952381,0,0,0,0,0,0,0
"12741","0013-09-18","Sortly","0","ChromeOS",0,0,0,16606.2380952381,0,0,0,0,0,0,0
"12744","0013-09-19","Pinnacle","1","Windows",1145,676,0,15091.0697674419,707,20,1474,1479,0,0.617467248908297,0.0174672489082969
"12747","0013-09-19","Sortly","0","Android",2169,1653,0,15091.0697674419,1144,48,2685,5642,0,0.527431996311664,0.0221300138312586
"12750","0013-09-19","Tabular","0","iOS",2371,1991,0,15091.0697674419,96,252,11067,17758,0,0.0404892450442851,0.106284268241248
"12754","0013-09-19","Pinnacle","0","iOS",617,515,0,15091.0697674419,398,16,557,918,0,0.645056726094003,0.0259319286871961
"12757","0013-09-19","Acme","0","iOS",17974,15447,0,15091.0697674419,6370,722,24586,52880,0,0.354400801157227,0.040169133192389
"12758","0013-09-19","Pinnacle","0","ChromeOS",2,1,0,15091.0697674419,1,0,3,8,0,0.5,0
"12759","0013-09-19","Sortly","0","ChromeOS",0,0,0,15091.0697674419,0,0,0,0,0,0,0
"12762","0013-09-19","Acme","0","BlackBerry",102,88,0,15091.0697674419,51,2,86,199,0,0.5,0.0196078431372549
"12765","0013-09-19","Acme","0","MacOSX",19804,14699,0,15091.0697674419,9435,913,30766,78161,0,0.476418905271662,0.0461017976166431
"12772","0013-09-19","Acme","0","Android",4191,3705,0,15091.0697674419,1612,91,4766,11851,0,0.384633738964448,0.0217131949415414
"12773","0013-09-19","Acme","0","Windows",54142,42068,0,15091.0697674419,22320,1987,92833,227230,0,0.412249270436999,0.0366997894425769
"12777","0013-09-19","Sortly","0","MacOSX",17,15,0,15091.0697674419,12,1,26,27,0,0.705882352941177,0.0588235294117647
"12779","0013-09-19","Sortly","0","Windows",32,30,0,15091.0697674419,21,1,49,26,0,0.65625,0.03125
"12782","0013-09-19","Acme","0","WindowsPhone",140,123,0,15091.0697674419,65,3,156,436,0,0.464285714285714,0.0214285714285714
"12783","0013-09-19","Pinnacle","0","BlackBerry",3,2,0,15091.0697674419,2,0,1,4,0,0.666666666666667,0
"12784","0013-09-19","Pinnacle","0","Linux",13,9,0,15091.0697674419,9,0,7,12,0,0.692307692307692,0
"12785","0013-09-19","Pinnacle","0","Android",109,88,0,15091.0697674419,73,2,97,204,0,0.669724770642202,0.018348623853211
"12787","0013-09-19","Sortly","0","BlackBerry",0,0,0,15091.0697674419,0,0,0,0,0,0,0
"12789","0013-09-19","Pinnacle","0","MacOSX",425,338,0,15091.0697674419,282,14,463,820,0,0.663529411764706,0.0329411764705882
"12793","0013-09-19","Widgetry","0","iOS",4690,3777,0,15091.0697674419,123,385,49198,62005,0,0.026226012793177,0.082089552238806
"12801","0013-09-19","Acme","0","Linux",1231,1101,0,15091.0697674419,836,21,2325,3106,0,0.679122664500406,0.0170593013809911
"12804","0013-09-19","Acme","0","ChromeOS",231,189,0,15091.0697674419,96,9,412,999,0,0.415584415584416,0.038961038961039
"12805","0013-09-19","Sortly","0","Linux",3,3,0,15091.0697674419,2,0,4,12,0,0.666666666666667,0
"12809","0013-09-19","Botly","0","Android",292,240,0,15091.0697674419,163,24,136,355,0,0.558219178082192,0.0821917808219178
"12810","0013-09-19","Sortly","0","WindowsPhone",1,0,0,15091.0697674419,1,0,1,0,0,1,0
"12817","0013-09-19","Sortly","0","iOS",5744,4756,0,15091.0697674419,2945,187,6942,11030,0,0.512708913649025,0.0325557103064067
"12818","0013-09-19","Pinnacle","0","WindowsPhone",1,0,0,15091.0697674419,1,0,1,2,0,1,0
"12822","0013-09-20","Sortly","0","ChromeOS",0,0,0,12254.9302325581,0,0,1,0,0,0,0
"12824","0013-09-20","Acme","0","Linux",1225,1103,0,12254.9302325581,832,19,2357,3177,0,0.679183673469388,0.0155102040816327
"12826","0013-09-20","Acme","0","BlackBerry",97,83,0,12254.9302325581,51,1,92,207,0,0.525773195876289,0.0103092783505155
"12831","0013-09-20","Acme","0","Android",4033,3589,0,12254.9302325581,1563,80,4351,10860,0,0.387552690304984,0.0198363501115795
"12836","0013-09-20","Tabular","0","iOS",2274,1909,0,12254.9302325581,92,265,11136,17953,0,0.040457343887423,0.116534740545295
"12840","0013-09-20","Sortly","0","Linux",3,3,0,12254.9302325581,3,0,2,2,0,1,0
"12841","0013-09-20","Sortly","0","WindowsPhone",0,0,0,12254.9302325581,0,0,0,0,0,0,0
"12845","0013-09-20","Pinnacle","0","Android",85,69,0,12254.9302325581,58,1,79,132,0,0.682352941176471,0.0117647058823529
"12847","0013-09-20","Sortly","0","MacOSX",15,13,0,12254.9302325581,11,0,18,17,0,0.733333333333333,0
"12850","0013-09-20","Botly","0","Android",290,238,0,12254.9302325581,168,22,90,240,0,0.579310344827586,0.0758620689655172
"12854","0013-09-20","Pinnacle","0","iOS",472,398,0,12254.9302325581,308,10,492,593,0,0.652542372881356,0.0211864406779661
"12855","0013-09-20","Sortly","0","Android",1902,1462,0,12254.9302325581,1029,43,2408,4843,0,0.541009463722397,0.0226077812828601
"12857","0013-09-20","Pinnacle","0","MacOSX",359,284,0,12254.9302325581,244,10,414,638,0,0.67966573816156,0.0278551532033426
"12866","0013-09-20","Acme","0","MacOSX",17787,13258,0,12254.9302325581,8504,805,28563,71485,0,0.478101984595491,0.0452577725304998
"12867","0013-09-20","Acme","0","ChromeOS",228,186,0,12254.9302325581,89,10,438,1005,0,0.390350877192982,0.043859649122807
"12868","0013-09-20","Pinnacle","0","Windows",703,556,0,12254.9302325581,447,12,877,1213,0,0.635846372688478,0.0170697012802276
"12871","0013-09-20","Pinnacle","0","BlackBerry",3,2,0,12254.9302325581,2,0,2,3,0,0.666666666666667,0
"12880","0013-09-20","Pinnacle","0","WindowsPhone",1,1,0,12254.9302325581,1,0,1,2,0,1,0
"12884","0013-09-20","Pinnacle","0","ChromeOS",3,2,0,12254.9302325581,2,0,3,2,0,0.666666666666667,0
"12885","0013-09-20","Sortly","0","Windows",29,27,0,12254.9302325581,20,1,44,23,0,0.689655172413793,0.0344827586206897
"12886","0013-09-20","Acme","0","iOS",17068,14648,0,12254.9302325581,6003,656,23560,51343,0,0.35171080384345,0.0384344973048981
"12887","0013-09-20","Acme","0","WindowsPhone",127,109,0,12254.9302325581,59,3,150,400,0,0.464566929133858,0.0236220472440945
"12893","0013-09-20","Sortly","0","BlackBerry",0,0,0,12254.9302325581,0,0,1,0,0,0,0
"12894","0013-09-20","Pinnacle","0","Linux",10,7,0,12254.9302325581,7,0,38,17,0,0.7,0
"12895","0013-09-20","Widgetry","0","iOS",4309,3476,0,12254.9302325581,101,352,46096,57860,0,0.0234393130656765,0.0816894871199814
"12898","0013-09-20","Acme","0","Windows",47968,38942,0,12254.9302325581,19967,1773,86730,206353,0,0.416256671114076,0.0369621414276184
"12899","0013-09-20","Sortly","0","iOS",5078,4249,0,12254.9302325581,2622,169,6222,9830,0,0.516345017723513,0.0332808192201654
"12901","0013-09-21","Acme","0","Android",4923,4385,0,14385.6923076923,1798,101,5826,14693,0,0.365224456632135,0.0205159455616494
"12904","0013-09-21","Pinnacle","0","MacOSX",386,313,0,14385.6923076923,263,12,446,674,0,0.681347150259067,0.0310880829015544
"12905","0013-09-21","Acme","0","MacOSX",20135,14821,0,14385.6923076923,9017,1007,36162,93185,0,0.447827166625279,0.0500124161907127
"12908","0013-09-21","Acme","0","ChromeOS",267,210,0,14385.6923076923,98,10,537,1310,0,0.367041198501873,0.0374531835205993
"12909","0013-09-21","Widgetry","0","iOS",4894,3962,0,14385.6923076923,105,441,61920,77288,0,0.0214548426644871,0.0901103391908459
"12911","0013-09-21","Sortly","0","WindowsPhone",1,0,0,14385.6923076923,1,0,1,0,0,1,0
"12912","0013-09-21","Acme","0","Windows",45798,35614,0,14385.6923076923,19023,1724,85095,203837,0,0.415367483296214,0.0376435652211887
"12913","0013-09-21","Sortly","0","MacOSX",13,12,0,14385.6923076923,9,1,23,19,0,0.692307692307692,0.0769230769230769
"12914","0013-09-21","Acme","0","BlackBerry",100,91,0,14385.6923076923,52,1,77,204,0,0.52,0.01
"12927","0013-09-21","Sortly","0","Android",1947,1519,0,14385.6923076923,1028,44,2500,5069,0,0.52799178222907,0.0225988700564972
"12928","0013-09-21","Acme","0","Linux",1381,1231,0,14385.6923076923,886,26,2726,4363,0,0.641564083997104,0.0188269370021723
"12930","0013-09-21","Pinnacle","0","Android",87,72,0,14385.6923076923,57,1,96,161,0,0.655172413793103,0.0114942528735632
"12931","0013-09-21","Pinnacle","0","WindowsPhone",2,1,0,14385.6923076923,1,0,3,5,0,0.5,0
"12932","0013-09-21","Pinnacle","0","Linux",12,9,0,14385.6923076923,8,0,14,17,0,0.666666666666667,0
"12938","0013-09-21","Botly","0","Android",306,257,0,14385.6923076923,168,31,113,288,0,0.549019607843137,0.101307189542484
"12941","0013-09-21","Pinnacle","1","Windows",847,475,0,14385.6923076923,534,11,1165,1078,0,0.630460448642267,0.012987012987013
"12944","0013-09-21","Acme","0","WindowsPhone",151,134,0,14385.6923076923,74,4,181,491,0,0.490066225165563,0.0264900662251656
"12947","0013-09-21","Tabular","0","iOS",3099,2581,0,14385.6923076923,116,376,16864,26883,0,0.037431429493385,0.121329461116489
"12952","0013-09-21","Sortly","0","BlackBerry",1,0,0,14385.6923076923,0,0,1,0,0,0,0
"12953","0013-09-21","Sortly","0","iOS",5815,4843,0,14385.6923076923,2846,190,7571,12250,0,0.489423903697334,0.0326741186586414
"12954","0013-09-21","Pinnacle","0","BlackBerry",2,2,0,14385.6923076923,2,0,1,2,0,1,0
"12958","0013-09-21","Acme","0","iOS",22510,19179,0,14385.6923076923,7259,922,33739,76571,0,0.322478898267437,0.0409595735228787
"12963","0013-09-21","Sortly","0","ChromeOS",0,0,0,14385.6923076923,0,0,0,0,0,0,0
"12964","0013-09-21","Sortly","0","Linux",5,4,0,14385.6923076923,3,0,7,10,0,0.6,0
"12966","0013-09-21","Sortly","0","Windows",19,17,0,14385.6923076923,12,1,36,23,0,0.631578947368421,0.0526315789473684
"12970","0013-09-21","Pinnacle","0","iOS",517,446,0,14385.6923076923,325,12,568,747,0,0.62862669245648,0.02321083172147
"12973","0013-09-21","Pinnacle","0","ChromeOS",3,2,0,14385.6923076923,2,0,3,3,0,0.666666666666667,0
"12981","0013-09-22","Botly","0","Android",306,251,0,16490.9285714286,168,33,116,299,0,0.549019607843137,0.107843137254902
"12987","0013-09-22","Sortly","0","WindowsPhone",1,0,0,16490.9285714286,1,0,1,0,0,1,0
"12989","0013-09-22","Sortly","0","MacOSX",18,17,0,16490.9285714286,13,1,22,21,0,0.722222222222222,0.0555555555555556
"12990","0013-09-22","Pinnacle","0","Windows",607,482,0,16490.9285714286,407,11,788,956,0,0.670510708401977,0.0181219110378913
"12994","0013-09-22","Sortly","0","BlackBerry",1,0,0,16490.9285714286,1,0,2,3,0,1,0
"12995","0013-09-22","Sortly","0","ChromeOS",0,0,0,16490.9285714286,0,0,0,0,0,0,0
"12996","0013-09-22","Acme","0","WindowsPhone",165,143,0,16490.9285714286,76,5,201,590,0,0.460606060606061,0.0303030303030303
"13000","0013-09-22","Pinnacle","0","ChromeOS",3,2,0,16490.9285714286,2,0,2,2,0,0.666666666666667,0
"13001","0013-09-22","Acme","0","MacOSX",24540,17785,0,16490.9285714286,11117,1240,42591,110634,0,0.453015484922575,0.0505297473512632
"13005","0013-09-22","Pinnacle","0","MacOSX",420,332,0,16490.9285714286,289,13,441,670,0,0.688095238095238,0.030952380952381
"13011","0013-09-22","Acme","0","ChromeOS",307,246,0,16490.9285714286,113,11,602,1476,0,0.368078175895765,0.0358306188925081
"13012","0013-09-22","Acme","0","Android",5345,4751,0,16490.9285714286,1903,114,6435,16568,0,0.356033676333022,0.0213283442469598
"13018","0013-09-22","Sortly","0","Android",2074,1606,0,16490.9285714286,1077,48,2845,5884,0,0.519286403085825,0.0231436837029894
"13020","0013-09-22","Pinnacle","0","Linux",116,111,0,16490.9285714286,112,0,23,108,0,0.96551724137931,0
"13022","0013-09-22","Widgetry","0","iOS",5182,4133,5,16490.9285714286,116,516,70840,89470,0.00096487842531841,0.0223851794673871,0.0995754534928599
"13026","0013-09-22","Acme","0","Linux",1475,1296,0,16490.9285714286,932,28,2563,4693,0,0.631864406779661,0.0189830508474576
"13030","0013-09-22","Acme","0","BlackBerry",109,97,0,16490.9285714286,53,2,97,263,0,0.486238532110092,0.018348623853211
"13031","0013-09-22","Sortly","0","Windows",21,19,0,16490.9285714286,13,1,46,16,0,0.619047619047619,0.0476190476190476
"13034","0013-09-22","Pinnacle","0","WindowsPhone",3,2,0,16490.9285714286,2,0,4,5,0,0.666666666666667,0
"13035","0013-09-22","Pinnacle","0","Android",94,74,0,16490.9285714286,67,2,89,114,0,0.712765957446808,0.0212765957446809
"13036","0013-09-22","Pinnacle","0","iOS",557,477,0,16490.9285714286,350,14,620,839,0,0.628366247755835,0.0251346499102334
"13037","0013-09-22","Acme","0","Windows",49041,39375,0,16490.9285714286,20103,1951,87620,223537,0,0.409922309903958,0.0397830386819192
"13039","0013-09-22","Acme","0","iOS",25329,21539,0,16490.9285714286,8105,1071,38335,89401,0,0.319988945477516,0.0422835485017174
"13040","0013-09-22","Tabular","0","iOS",3480,2871,7,16490.9285714286,131,453,19565,31269,0.00201149425287356,0.0376436781609195,0.130172413793103
"13043","0013-09-22","Sortly","0","Linux",7,6,0,16490.9285714286,5,0,8,15,0,0.714285714285714,0
"13044","0013-09-22","Pinnacle","0","BlackBerry",4,3,0,16490.9285714286,2,0,7,5,0,0.5,0
"13045","0013-09-22","Sortly","0","iOS",6178,5147,0,16490.9285714286,2972,210,8454,13811,0,0.48106183230819,0.0339915830365814
"13056","0013-09-23","Widgetry","0","iOS",4565,3621,0,16797.0222222222,119,433,55787,70955,0,0.0260679079956188,0.0948521358159912
"13057","0013-09-23","Pinnacle","0","WindowsPhone",1,0,0,16797.0222222222,1,0,1,1,0,1,0
"13061","0013-09-23","Pinnacle","0","BlackBerry",2,1,0,16797.0222222222,2,0,1,3,0,1,0
"13062","0013-09-23","Pinnacle","0","ChromeOS",1,1,0,16797.0222222222,1,0,1,3,0,1,0
"13064","0013-09-23","Acme","0","MacOSX",23219,17047,0,16797.0222222222,10821,1113,37715,96793,0,0.46604074249537,0.0479348809164908
"13066","0013-09-23","Sortly","0","ChromeOS",0,0,0,16797.0222222222,0,0,0,0,0,0,0
"13072","0013-09-23","Acme","0","BlackBerry",110,95,0,16797.0222222222,60,1,96,202,0,0.545454545454545,0.00909090909090909
"13079","0013-09-23","Sortly","0","Linux",6,5,0,16797.0222222222,4,0,6,3,0,0.666666666666667,0
"13083","0013-09-23","Acme","0","Windows",58998,46556,0,16797.0222222222,24209,2215,100795,252817,0,0.410335943591308,0.0375436455473067
"13084","0013-09-23","Acme","0","iOS",20165,17312,0,16797.0222222222,6971,824,28113,65576,0,0.345697991569551,0.0408628812298537
"13085","0013-09-23","Pinnacle","0","MacOSX",402,318,0,16797.0222222222,277,11,420,598,0,0.689054726368159,0.027363184079602
"13086","0013-09-23","Sortly","0","BlackBerry",1,0,0,16797.0222222222,1,0,1,0,0,1,0
"13089","0013-09-23","Acme","0","Android",4587,4044,0,16797.0222222222,1797,96,4983,12700,0,0.391759319816874,0.0209287115761936
"13092","0013-09-23","Sortly","0","Windows",36,33,0,16797.0222222222,22,2,69,25,0,0.611111111111111,0.0555555555555556
"13096","0013-09-23","Acme","0","WindowsPhone",146,127,0,16797.0222222222,67,4,173,467,0,0.458904109589041,0.0273972602739726
"13101","0013-09-23","Sortly","0","WindowsPhone",0,0,0,16797.0222222222,0,0,2,1,0,0,0
"13106","0013-09-23","Acme","0","Linux",1304,1148,0,16797.0222222222,861,24,1744,3444,0,0.660276073619632,0.0184049079754601
"13107","0013-09-23","Sortly","0","MacOSX",24,22,0,16797.0222222222,19,1,31,16,0,0.791666666666667,0.0416666666666667
"13109","0013-09-23","Pinnacle","0","iOS",424,362,0,16797.0222222222,270,10,443,603,0,0.636792452830189,0.0235849056603774
"13114","0013-09-23","Tabular","0","iOS",2426,2037,0,16797.0222222222,92,307,12560,19905,0,0.0379225061830173,0.126545754328112
"13117","0013-09-23","Sortly","0","iOS",6241,5171,0,16797.0222222222,3157,199,7740,12706,0,0.505848421727287,0.0318859157186348
"13123","0013-09-23","Pinnacle","1","Windows",971,590,0,16797.0222222222,606,16,1331,1143,0,0.624098867147271,0.0164778578784758
"13125","0013-09-23","Sortly","0","Android",2252,1726,0,16797.0222222222,1200,51,2867,6027,0,0.532859680284192,0.0226465364120782
"13128","0013-09-23","Pinnacle","0","Linux",12,8,0,16797.0222222222,9,0,11,15,0,0.75,0
"13130","0013-09-23","Pinnacle","0","Android",76,63,0,16797.0222222222,51,1,77,117,0,0.671052631578947,0.0131578947368421
"13131","0013-09-23","Botly","0","Android",283,233,0,16797.0222222222,162,25,110,264,0,0.57243816254417,0.088339222614841
"13132","0013-09-23","Acme","0","ChromeOS",260,210,0,16797.0222222222,103,9,454,1028,0,0.396153846153846,0.0346153846153846
"13137","0013-09-24","Acme","0","WindowsPhone",148,130,0,17682.9285714286,76,3,167,458,0,0.513513513513513,0.0202702702702703
"13142","0013-09-24","Sortly","0","BlackBerry",1,0,0,17682.9285714286,1,0,1,0,0,1,0
"13149","0013-09-24","Sortly","0","Android",2049,1589,0,17682.9285714286,1100,47,2584,5319,0,0.536847242557345,0.022938018545632
"13150","0013-09-24","Pinnacle","0","Linux",10,7,0,17682.9285714286,7,1,9,8,0,0.7,0.1
"13151","0013-09-24","Sortly","0","Linux",4,4,0,17682.9285714286,3,0,4,11,0,0.75,0
"13155","0013-09-24","Pinnacle","0","iOS",444,373,0,17682.9285714286,290,11,480,598,0,0.653153153153153,0.0247747747747748
